Address,City,State,Zip,Price,Num Bedrooms,Num Bathrooms
"5409 Abbott Place, Los Angeles","CA','addressForURL':'5409-Abbott-Pl-Los-Angeles-CA-90042','streetNumber':'5409','dmaId':31,'hasPhotos':false,'numPhotos':0,'numBathrooms':1,'numBedrooms':1,'openHomeText':'Mar 5, 1pm-4pm','picPath':null,'price':415000,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=34.11244%2C-118.19862&signature=LjGda8rMpwDjFqhBgRFn9dZD7-c=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=34.11244%2C-118.19862&signature=FRk6QTDFrPKe-YSWiHmkoVYzYXI=','seoAddressDisplay':'5409 Abbott Place, Los Angeles,","CA","90042","415000","1","1"
"5443 Valley Ridge Avenue, Los Angeles","CA','addressForURL':'5443-Valley-Ridge-Ave-Los-Angeles-CA-90043','streetNumber':'5443','dmaId':31,'hasPhotos':true,'numPhotos':2,'numBathrooms':4,'numBedrooms':4,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/9\/9\/6\/3\/picture-uh=2d93d23c3d1dc8d08de7fbc4a9c1af56-ps=9963fb23f3cd6a863952c07b7ceabe7a.jpg','price':997500,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=33.99208%2C-118.345276&signature=kDYl7T9jx1Ejum74w2C_5pOaLxc=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=33.99208%2C-118.345276&signature=V1cGAiXI18t9t4YiVHiqdAk2XbM=','seoAddressDisplay':'5443 Valley Ridge Avenue, Los Angeles,","CA","90043","997500","4","4"
"2938 Hillcrest Drive, Los Angeles","CA','addressForURL':'2938-Hillcrest-Dr-Los-Angeles-CA-90016','streetNumber':'2938','dmaId':31,'hasPhotos':true,'numPhotos':21,'numBathrooms':1,'numBedrooms':3,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/b\/c\/d\/c\/picture-uh=bef7cf5903987177cdbf6b7389f666-ps=bcdc54f8aa9880d39f6ede76e6d690.jpg','price':689000,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=34.02826%2C-118.34254&signature=Ff0B1x95wWSF1TUA11gY-9GwYX0=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=34.02826%2C-118.34254&signature=AaoqFXIprtY18-q9Qq9lt4gzQKg=','seoAddressDisplay':'2938 Hillcrest Drive, Los Angeles,","CA","90016","689000","3","1"
"1448 West 53rd Street, Los Angeles","CA','addressForURL':'1448-W-53rd-St-Los-Angeles-CA-90062','streetNumber':'1448','dmaId':31,'hasPhotos':true,'numPhotos':39,'numBathrooms':1,'numBedrooms':3,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/c\/8\/b\/8\/picture-uh=a779f70b65af6311c24e1d6781d4428-ps=c8b8f26286d1c2afb57f4e890f79d6.jpg','price':366900,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=33.99389%2C-118.30192&signature=qOqrxo32YgiqYHzf_Vd1C2R4fA8=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=33.99389%2C-118.30192&signature=UHc5UDSOEJA_QN7wYu_F5-f6AXU=','seoAddressDisplay':'1448 West 53rd Street, Los Angeles,","CA","90062","366900","3","1"
"4848 Glenalbyn Drive, Los Angeles","CA','addressForURL':'4848-Glenalbyn-Dr-Los-Angeles-CA-90065','streetNumber':'4848','dmaId':31,'hasPhotos':true,'numPhotos':23,'numBathrooms':2,'numBedrooms':2,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/d\/e\/d\/4\/picture-uh=aa676da9702f79d15ce6aefffb1ee595-ps=ded4ca93ae60f5239e9156de615b954f.jpg','price':729900,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=34.103497%2C-118.21237&signature=2y0R-jUS4HdLoC49SHGSbvoOQAM=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=34.103497%2C-118.21237&signature=1flSS6xF3kjm_aTE7xKW8EG8dJw=','seoAddressDisplay':'4848 Glenalbyn Drive, Los Angeles,","CA","90065","729900","2","2"
"7829 Kittyhawk Avenue, Los Angeles","CA','addressForURL':'7829-Kittyhawk-Ave-Los-Angeles-CA-90045','streetNumber':'7829','dmaId':31,'hasPhotos':true,'numPhotos':14,'numBathrooms':3,'numBedrooms':4,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/c\/9\/d\/d\/picture-uh=957fb3993d11157883f3294526678b-ps=c9dd2526c760e2aed36de549ffe25e9.jpg','price':880000,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=33.967255%2C-118.382576&signature=oL17f1yo6Tsold60tDDLMwi_Dlo=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=33.967255%2C-118.382576&signature=ezr3iMxerDVfLtdfWe-cEOHQ6wE=','seoAddressDisplay':'7829 Kittyhawk Avenue, Los Angeles,","CA","90045","880000","4","3"
"1949 Kemper Circle, Los Angeles","CA','addressForURL':'1949-Kemper-Cir-Los-Angeles-CA-90065','streetNumber':'1949','dmaId':31,'hasPhotos':true,'numPhotos':22,'numBathrooms':2,'numBedrooms':3,'openHomeText':'Mar 6, 2pm-5pm','picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/f\/b\/2\/0\/picture-uh=23346c46d788edc0267eeaaa571864fd-ps=fb20082912fd243e3b27f816aa2d9e.jpg','price':935000,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=34.102722%2C-118.23274&signature=d4IUJaZuiCEZ55yE7_PsAS4XtJM=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=34.102722%2C-118.23274&signature=a44brfLFTHfRYLF-UbNlisjv8Q0=','seoAddressDisplay':'1949 Kemper Circle, Los Angeles,","CA","90065","935000","3","2"
"1625 East 49th Street, Los Angeles","CA','addressForURL':'1625-E-49th-St-Los-Angeles-CA-90011','streetNumber':'1625','dmaId':31,'hasPhotos':true,'numPhotos':1,'numBathrooms':2,'numBedrooms':3,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/4\/9\/d\/7\/picture-uh=fd9fd439f67e987ca67211698be24a4-ps=49d788e886fa68cdd2f177cdec0c349.jpg','price':370000,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=33.99876%2C-118.244804&signature=V4sulTp8W00tlzuUm2TuuMyA1wo=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=33.99876%2C-118.244804&signature=rcXww9sDlHkWHa_3Poqw3bNKc6Q=','seoAddressDisplay':'1625 East 49th Street, Los Angeles,","CA","90011","370000","3","2"
"5822 South Mansfield Avenue, Los Angeles","CA','addressForURL':'5822-S-Mansfield-Ave-Los-Angeles-CA-90043','streetNumber':'5822','dmaId':31,'hasPhotos':true,'numPhotos':1,'numBathrooms':2,'numBedrooms':2,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/b\/9\/d\/9\/picture-uh=31b5a4142abd8b314893944954b8d8e-ps=b9d94c69af8060715a85d55cebf3c587.jpg','price':619900,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=33.98799%2C-118.35718&signature=1sygZC_gHYubxxpTawTf6sWjEpY=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=33.98799%2C-118.35718&signature=TCj4PWOF6Jcgio7HYHknhs1llCc=','seoAddressDisplay':'5822 South Mansfield Avenue, Los Angeles,","CA","90043","619900","2","2"
"3976 Westside Avenue, Los Angeles","CA','addressForURL':'3976-Westside-Ave-Los-Angeles-CA-90008','streetNumber':'3976','dmaId':31,'hasPhotos':true,'numPhotos':2,'numBathrooms':2,'numBedrooms':2,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/2\/4\/3\/0\/picture-uh=29ce2da24db9c7f6cfe662ffb45e313-ps=24306be95c9f4b39653db6c63653944.jpg','price':615000,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=34.01239%2C-118.32676&signature=ysF2FzJN94uqpFa4rpGUiSPqNhg=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=34.01239%2C-118.32676&signature=QER6LsQxhUP9MMV6mJPYx9VOTxY=','seoAddressDisplay':'3976 Westside Avenue, Los Angeles,","CA","90008","615000","2","2"
