Address,City,State,Zip,Price,Num Bedrooms,Num Bathrooms
"153 2nd Avenue, Albany","NY','addressForURL':'153-2nd-Ave-Albany-NY-12202','streetNumber':'153','dmaId':110,'hasPhotos':true,'numPhotos':3,'numBathrooms':2,'numBedrooms':3,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.81\/6\/e\/7\/3\/picture-uh=a4734e279c8bbd64f0bb2a1d4753cba9-ps=6e7372b598c021ff32f9ef6e5615f24.jpg','price':15000,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=42.6421%2C-73.76632&signature=Y3T3DlYU6n7qA9hzlW9ybiG5TOI=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=42.6421%2C-73.76632&signature=iZOJRR5l0e31Fyx3lEJ1T9UOKMI=','seoAddressDisplay':'153 2nd Avenue, Albany,","NY","12202","15000","3","2"
"281-287 Elk Street, Albany","NY','addressForURL':'281-287-Elk-St-Albany-NY-12206','streetNumber':'281-287','dmaId':110,'hasPhotos':false,'numPhotos':0,'numBathrooms':2,'numBedrooms':3,'openHomeText':null,'picPath':null,'price':39900,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=42.660423%2C-73.765114&signature=Bd7RUtlbqQxZNNANZztXjVwnW5k=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=42.660423%2C-73.765114&signature=l3aKbzm42zoNtLM1xmjBAr9-EO8=','seoAddressDisplay':'281-287 Elk Street, Albany,","NY","12206","39900","3","2"
"5 Ridge Terrace, Albany","NY','addressForURL':'5-Ridge-Ter-Albany-NY-12205','streetNumber':'5','dmaId':110,'hasPhotos':true,'numPhotos':42,'numBathrooms':1,'numBedrooms':3,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/4\/2\/8\/0\/picture-uh=c15bb24aacaffe9972a4844de0c74-ps=42802dddce7bf264ad241a1071d7d866.jpg','price':219900,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=42.713257%2C-73.8368&signature=QElQJgN3NsmWCeRkDUcSgI7Y1TI=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=42.713257%2C-73.8368&signature=tYaYGFsBE5mChQcNctwhq-bnPfs=','seoAddressDisplay':'5 Ridge Terrace, Albany,","NY","12205","219900","3","1"
"6 Danker Avenue, Albany","NY','addressForURL':'6-Danker-Ave-Albany-NY-12206','streetNumber':'6','dmaId':110,'hasPhotos':true,'numPhotos':10,'numBathrooms':2,'numBedrooms':3,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/1\/9\/8\/a\/picture-uh=a2e51b1e7aa9c4b126c3987f98dac592-ps=198af7855e6ef27090ce6ab4402d3e.jpg','price':195000,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=42.676083%2C-73.794945&signature=ZK-SwASCXGnnrjVi8UwRB3t9-0k=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=42.676083%2C-73.794945&signature=ekqjxBuNgr-0d9Hsm4ZF722j_fQ=','seoAddressDisplay':'6 Danker Avenue, Albany,","NY","12206","195000","3","2"
"25 Besch Avenue, Albany","NY','addressForURL':'25-Besch-Ave-Albany-NY-12209','streetNumber':'25','dmaId':110,'hasPhotos':true,'numPhotos':13,'numBathrooms':2,'numBedrooms':3,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/b\/0\/d\/8\/picture-uh=2fbfcaac9be0f9675dc90b0117ff-ps=b0d81f86fea4a0c462bf869d5448623d.jpg','price':95000,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=42.6458%2C-73.77315&signature=8uwEkFTWrvWx366GNoO0WmyAfn4=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=42.6458%2C-73.77315&signature=SnpoeHfxR4U3AqFT6DC9fX_5z7Y=','seoAddressDisplay':'25 Besch Avenue, Albany,","NY","12209","95000","3","2"
"1046 Washington Avenue, Albany","NY','addressForURL':'1046-Washington-Ave-Albany-NY-12203','streetNumber':'1046','dmaId':110,'hasPhotos':true,'numPhotos':13,'numBathrooms':2,'numBedrooms':3,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/3\/0\/3\/3\/picture-uh=dbae999ef136748ed95f8baf79be79b8-ps=3033beffd5e5e1776354bb2c961d821.jpg','price':116000,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=42.676%2C-73.79727&signature=IrkCVdy4YpCzVThvjbxfseAGUVg=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=42.676%2C-73.79727&signature=b6qM5b_jxo7c1OnHfHaFnib6Xk4=','seoAddressDisplay':'1046 Washington Avenue, Albany,","NY","12203","116000","3","2"
"10 Teacup Circle, Albany","NY','addressForURL':'10-Teacup-Cir-Albany-NY-12208','streetNumber':'10','dmaId':110,'hasPhotos':true,'numPhotos':24,'numBathrooms':2,'numBedrooms':2,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/2\/8\/3\/c\/picture-uh=b962fe9895856d78748a3a85fa0dc86-ps=283c91dd54a4ded438442aa7c1827781.jpg','price':139000,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=42.6555%2C-73.818535&signature=eeZJpWGz04BdDFn6yK88PKvF950=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=42.6555%2C-73.818535&signature=zyUCO7BAsdWKp0710_bQ5giuOT4=','seoAddressDisplay':'10 Teacup Circle, Albany,","NY","12208","139000","2","2"
"11 Corlear Street, Albany","NY','addressForURL':'11-Corlear-St-Albany-NY-12209','streetNumber':'11','dmaId':110,'hasPhotos':true,'numPhotos':16,'numBathrooms':1,'numBedrooms':2,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/f\/b\/c\/9\/picture-uh=3b919d2eb643d8a4da18b8e0fd809b84-ps=fbc96db9c72f412c1b3864481be141.jpg','price':48000,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=42.638367%2C-73.77767&signature=CDMJ_S1sPLF5wYpBqtt0GePPdwI=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=42.638367%2C-73.77767&signature=uWv_J1DeQ7A_Dkb1v2SvFzu8dNY=','seoAddressDisplay':'11 Corlear Street, Albany,","NY","12209","48000","2","1"
"20 Besch Avenue, Albany","NY','addressForURL':'20-Besch-Ave-Albany-NY-12209','streetNumber':'20','dmaId':110,'hasPhotos':true,'numPhotos':23,'numBathrooms':0,'numBedrooms':null,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/c\/1\/b\/a\/picture-uh=33292ff87b4a5520a667ebd5dcf6a198-ps=c1bad363bddf177ea4cca4666a76e580.jpg','price':148000,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=42.64547%2C-73.773766&signature=2rcKIwemAVQ2-6RSsruGLBgIlkk=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=42.64547%2C-73.773766&signature=eR5YknYBsGo9biXHyZQHX8h8nDg=','seoAddressDisplay':'20 Besch Avenue, Albany,","NY","12209","148000","","0"
"18 Barthol Street, Albany","NY','addressForURL':'18-Barthol-St-Albany-NY-12205','streetNumber':'18','dmaId':110,'hasPhotos':true,'numPhotos':13,'numBathrooms':1,'numBedrooms':3,'openHomeText':null,'picPath':'http:\/\/thumbs.trulia-cdn.com\/pictures\/thumbs_3\/ps.83\/9\/9\/f\/8\/picture-uh=ba2c24e3d26624c9187a39b563894f75-ps=99f8e3d0ccb66294b8f9df50a5196fb5.jpg','price':167700,'priceChange':null,'status':'For Sale','typeDisplay':'Single-Family Home','satelliteImage':'http:\/\/maps.googleapis.com\/maps\/api\/staticmap?client=gme-truliainc&zoom=18&size=250x167&maptype=satellite&sensor=false&center=42.69553%2C-73.80088&signature=jQginGnzMmbOFJyDEmZPonpsrvo=','streetviewImage':'http:\/\/maps.googleapis.com\/maps\/api\/streetview?client=gme-truliainc&size=250x167&sensor=false&location=42.69553%2C-73.80088&signature=2WIsXuxQJFRN7lrs7FLm_6sKj08=','seoAddressDisplay':'18 Barthol Street, Albany,","NY","12205","167700","3","1"
